Sample in Buffer,Sample in Window,TRIGGER,top_i/unwrap_diff_0_x55,top_i/demodulated[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED
21145,21145,0,1,-63986552
21146,21146,0,1,-53464216
21147,21147,0,1,-31675738
21148,21148,0,1,-6266726
21149,21149,0,1,14297802
21150,21150,0,1,25119236
21151,21151,0,1,26129042
21152,21152,0,1,20933134
21153,21153,0,1,14296052
21154,21154,0,1,10368862
21155,21155,0,1,11526836
21156,21156,0,1,17513136
21157,21157,0,1,25462384
21158,21158,0,1,31321454
21159,21159,0,1,32202268
21160,21160,0,1,27683322
21161,21161,0,1,19090082
21162,21162,0,1,8201042
21163,21163,0,1,-3551210
21164,21164,0,1,-15020714
21165,21165,0,1,-24684036
21166,21166,0,1,-30541364
21167,21167,0,1,-30673374
21168,21168,0,1,-24948348
21169,21169,0,1,-16077504
21170,21170,0,1,-8331094
21171,21171,0,1,-4557668
21172,21172,0,1,-5029862
21173,21173,0,1,-8075110
21174,21174,0,1,-11795140
21175,21175,0,1,-14764912
21176,21176,0,1,-16525998
21177,21177,0,1,-17345194
21178,21178,0,1,-18155324
21179,21179,0,1,-20112026
21180,21180,0,1,-24112836
21181,21181,0,1,-29886950
21182,21182,0,1,-35545426
21183,21183,0,1,-38067540
21184,21184,0,1,-35184008
21185,21185,0,1,-27481604
21186,21186,0,1,-18281116
21187,21187,0,1,-11688152
21188,21188,0,1,-11327310
21189,21189,0,1,-19856926
21190,21190,0,1,-38309364
21191,21191,0,1,-63325012
21192,21192,0,1,-84552854
21193,21193,0,1,-89138558
21194,21194,0,1,-75301924
21195,21195,0,1,-53651524
21196,21196,0,1,-33799504
21197,21197,0,1,-18901788
21198,21198,0,1,-8545092
21199,21199,0,1,-1517578
21200,21200,0,1,3305458
21201,21201,0,1,6507370
21202,21202,0,1,8492870
21203,21203,0,1,9606108
21204,21204,0,1,10383162
21205,21205,0,1,11356860
21206,21206,0,1,12798796
21207,21207,0,1,14656174
21208,21208,0,1,16730996
21209,21209,0,1,18854584
21210,21210,0,1,20810264
21211,21211,0,1,22334490
21212,21212,0,1,23142930
21213,21213,0,1,22872734
21214,21214,0,1,21237446
21215,21215,0,1,17844892
21216,21216,0,1,11981530
21217,21217,0,1,2926584
21218,21218,0,1,-9438038
21219,21219,0,1,-23634452
21220,21220,0,1,-35991042
21221,21221,0,1,-42165838
21222,21222,0,1,-40149176
21223,21223,0,1,-31738530
21224,21224,0,1,-20371000
21225,21225,0,1,-8945466
21226,21226,0,1,706538
21227,21227,0,1,6999924
21228,21228,0,1,8049504
21229,21229,0,1,2043868
21230,21230,0,1,-11391800
21231,21231,0,1,-29535738
21232,21232,0,1,-46509192
21233,21233,0,1,-55776310
21234,21234,0,1,-54514840
21235,21235,0,1,-45002980
21236,21236,0,1,-31858134
21237,21237,0,1,-19348126
21238,21238,0,1,-10702644
21239,21239,0,1,-9100120
21240,21240,0,1,-18135580
21241,21241,0,1,-39992834
21242,21242,0,1,-70909004
21243,21243,0,1,-95746388
21244,21244,0,1,-96566241
21245,21245,0,1,-74864336
21246,21246,0,1,-47023522
21247,21247,0,1,-23253662
21248,21248,0,1,-5296996
21249,21249,0,1,7844702
21250,21250,0,1,16607912
21251,21251,0,1,20258878
21252,21252,0,1,17451676
21253,21253,0,1,8487784
21254,21254,0,1,-2686968
21255,21255,0,1,-9540454
21256,21256,0,1,-7685964
21257,21257,0,1,2369516
21258,21258,0,1,16855728
21259,21259,0,1,31333940
21260,21260,0,1,41417884
21261,21261,0,1,43333948
21262,21262,0,1,35900413
21263,21263,0,1,21170724
21264,21264,0,1,3350500
21265,21265,0,1,-13467438
21266,21266,0,1,-26629195
21267,21267,0,1,-34973022
21268,21268,0,1,-38625572
21269,21269,0,1,-38751762
21270,21270,0,1,-36926660
21271,21271,0,1,-34478948
21272,21272,0,1,-31989096
21273,21273,0,1,-28980772
21274,21274,0,1,-24255120
21275,21275,0,1,-16822962
21276,21276,0,1,-7093092
21277,21277,0,1,2979836
21278,21278,0,1,10941266
21279,21279,0,1,14932648
21280,21280,0,1,14346932
21281,21281,0,1,9668444
21282,21282,0,1,1867746
21283,21283,0,1,-8042316
21284,21284,0,1,-19036830
21285,21285,0,1,-29990258
21286,21286,0,1,-39415204
21287,21287,0,1,-45713650
21288,21288,0,1,-47672622
21289,21289,0,1,-45207762
21290,21290,0,1,-39568580
21291,21291,0,1,-32540242
21292,21292,0,1,-25386366
21293,21293,0,1,-18700976
21294,21294,0,1,-12478258
21295,21295,0,1,-6777906
21296,21296,0,1,-2025464
21297,21297,0,1,1083386
21298,21298,0,1,1843182
21299,21299,0,1,-122860
21300,21300,0,1,-4333566
21301,21301,0,1,-9171632
21302,21302,0,1,-11779934
21303,21303,0,1,-8348494
21304,21304,0,1,4289390
21305,21305,0,1,26380782
21306,21306,0,1,52828348
21307,21307,0,1,72978072
21308,21308,0,1,77115224
21309,21309,0,1,65749872
21310,21310,0,1,47581488
21311,21311,0,1,29885774
21312,21312,0,1,15571648
21313,21313,0,1,5076828
21314,21314,0,1,-1761126
21315,21315,0,1,-5093368
21316,21316,0,1,-5221204
21317,21317,0,1,-3141630
21318,21318,0,1,-524270
21319,21319,0,1,1146858
21320,21320,0,1,1566716
21321,21321,0,1,1767408
21322,21322,0,1,3408750
21323,21323,0,1,7833450
21324,21324,0,1,15481852
21325,21325,0,1,25225732
21326,21326,0,1,34119394
21327,21327,0,1,38317238
21328,21328,0,1,35212838
21329,21329,0,1,25339384
21330,21330,0,1,11867964
21331,21331,0,1,-1294336
21332,21332,0,1,-10460992
21333,21333,0,1,-12739266
21334,21334,0,1,-6693724
21335,21335,0,1,6761322
21336,21336,0,1,24197620
21337,21337,0,1,40167728
21338,21338,0,1,48547555
21339,21339,0,1,45126952
21340,21340,0,1,30313836
21341,21341,0,1,8608790
21342,21342,0,1,-13556628
21343,21343,0,1,-29699562
21344,21344,0,1,-34997716
21345,21345,0,1,-28755292
21346,21346,0,1,-14567809
21347,21347,0,1,2458490
21348,21348,0,1,18221415
21349,21349,0,1,29763050
21350,21350,0,1,35548496
21351,21351,0,1,35868176
21352,21352,0,1,33490242
21353,21353,0,1,32445318
21354,21354,0,1,35931350
21355,21355,0,1,44222800
21356,21356,0,1,54585340
21357,21357,0,1,62766094
21358,21358,0,1,65472324
21359,21359,0,1,62248976
21360,21360,0,1,55364606
21361,21361,0,1,48470214
21362,21362,0,1,45053086
21363,21363,0,1,47951406
21364,21364,0,1,58469414
21365,21365,0,1,74037882
21366,21366,0,1,86575120
21367,21367,0,1,86871564
21368,21368,0,1,73726002
21369,21369,0,1,54443080
21370,21370,0,1,36228524
21371,21371,0,1,22321686
21372,21372,0,1,13789892
21373,21373,0,1,11283458
21374,21374,0,1,14836406
21375,21375,0,1,23224850
21376,21376,0,1,33743470
21377,21377,0,1,43088096
21378,21378,0,1,48792738
21379,21379,0,1,49782906
21380,21380,0,1,45986010
21381,21381,0,1,37648118
21382,21382,0,1,25287140
21383,21383,0,1,10632036
21384,21384,0,1,-2179058
21385,21385,0,1,-8911728
21386,21386,0,1,-9080638
21387,21387,0,1,-6347624
21388,21388,0,1,-4390886
21389,21389,0,1,-4644716
21390,21390,0,1,-6648178
21391,21391,0,1,-8752998
21392,21392,0,1,-8471384
21393,21393,0,1,-2826086
21394,21394,0,1,10461884
21395,21395,0,1,30540688
21396,21396,0,1,51400910
21397,21397,0,1,63758146
21398,21398,0,1,62429687
21399,21399,0,1,50638972
21400,21400,0,1,35218776
21401,21401,0,1,21266142
21402,21402,0,1,11102012
21403,21403,0,1,5978994
21404,21404,0,1,6758250
21405,21405,0,1,13507390
21406,21406,0,1,24828808
21407,21407,0,1,37360982
21408,21408,0,1,46889188
21409,21409,0,1,50446428
21410,21410,0,1,47735010
21411,21411,0,1,40893614
21412,21412,0,1,32856724
21413,21413,0,1,26148390
21414,21414,0,1,22876810
21415,21415,0,1,24482308
21416,21416,0,1,31471068
21417,21417,0,1,42465470
21418,21418,0,1,53676072
21419,21419,0,1,59785602
21420,21420,0,1,57272334
21421,21421,0,1,47009966
21422,21422,0,1,32795678
21423,21423,0,1,18313882
21424,21424,0,1,5669724
21425,21425,0,1,-4191078
21426,21426,0,1,-10587978
21427,21427,0,1,-12886408
21428,21428,0,1,-10677064
21429,21429,0,1,-4783964
21430,21430,0,1,2166638
21431,21431,0,1,6801384
21432,21432,0,1,7252810
21433,21433,0,1,4329020
21434,21434,0,1,-55312
21435,21435,0,1,-4460058
21436,21436,0,1,-8233834
21437,21437,0,1,-11382594
21438,21438,0,1,-14170798
21439,21439,0,1,-16638760
21440,21440,0,1,-18516652
21441,21441,0,1,-19192494
21442,21442,0,1,-18010770
21443,21443,0,1,-14576516
21444,21444,0,1,-8971096
21445,21445,0,1,-1775470
21446,21446,0,1,5597014
21447,21447,0,1,10750822
21448,21448,0,1,10662776
21449,21449,0,1,3565568
21450,21450,0,1,-8707104
21451,21451,0,1,-21158546
21452,21452,0,1,-28286338
21453,21453,0,1,-27296636
21454,21454,0,1,-18799294
21455,21455,0,1,-5304280
21456,21456,0,1,10435420
21457,21457,0,1,25752046
21458,21458,0,1,37953262
21459,21459,0,1,44688730
21460,21460,0,1,44867596
21461,21461,0,1,39464378
21462,21462,0,1,31001668
21463,21463,0,1,22345348
21464,21464,0,1,16036534
21465,21465,0,1,13809452
21466,21466,0,1,15893170
21467,21467,0,1,20453086
21468,21468,0,1,24484346
21469,21469,0,1,25921032
21470,21470,0,1,24854576
21471,21471,0,1,22427136
21472,21472,0,1,19577520
21473,21473,0,1,16497520
21474,21474,0,1,12696238
21475,21475,0,1,7511912
21476,21476,0,1,753640
21477,21477,0,1,-7266126
21478,21478,0,1,-15749822
21479,21479,0,1,-23994058
21480,21480,0,1,-31647054
21481,21481,0,1,-38642404
21482,21482,0,1,-45025638
21483,21483,0,1,-50687988
21484,21484,0,1,-55353006
21485,21485,0,1,-58334178
21486,21486,0,1,-58626080
21487,21487,0,1,-55411068
21488,21488,0,1,-48633894
21489,21489,0,1,-39589218
21490,21490,0,1,-30322160
21491,21491,0,1,-22237854
21492,21492,0,1,-16233120
21493,21493,0,1,-12804936
21494,21494,0,1,-12317392
21495,21495,0,1,-15178592
21496,21496,0,1,-21582500
21497,21497,0,1,-31181292
21498,21498,0,1,-41989318
21499,21499,0,1,-49967310
21500,21500,0,1,-50520176
21501,21501,0,1,-42342750
21502,21502,0,1,-29300082
21503,21503,0,1,-17261230
21504,21504,0,1,-10712928
21505,21505,0,1,-12126410
21506,21506,0,1,-22754842
21507,21507,0,1,-42939740
21508,21508,0,1,-70515498
21509,21509,0,1,-96231255
21510,21510,0,1,-103428280
21511,21511,0,1,-84590530
21512,21512,0,1,-51718262
21513,21513,0,1,-19307182
21514,21514,0,1,6830046
21515,21515,0,1,25914864
21516,21516,0,1,38155588
21517,21517,0,1,43053422
21518,21518,0,1,39400642
21519,21519,0,1,25971598
21520,21520,0,1,2326542
21521,21521,0,1,-29027222
21522,21522,0,1,-59199322
21523,21523,0,1,-74055482
21524,21524,0,1,-67898252
21525,21525,0,1,-50607234
21526,21526,0,1,-34499926
21527,21527,0,1,-25041628
21528,21528,0,1,-22902278
21529,21529,0,1,-27515390
21530,21530,0,1,-38203714
21531,21531,0,1,-54333616
21532,21532,0,1,-74318744
21533,21533,0,1,-94436708
21534,21534,0,1,-108362556
21535,21535,0,1,-110383522
21536,21536,0,1,-100516072
21537,21537,0,1,-84540852
21538,21538,0,1,-68745228
21539,21539,0,1,-56881198
21540,21540,0,1,-50593790
21541,21541,0,1,-50278522
21542,21542,0,1,-55354440
21543,21543,0,1,-63930590
21544,21544,0,1,-72426332
21545,21545,0,1,-76373191
21546,21546,0,1,-72876682
21547,21547,0,1,-62688248
21548,21548,0,1,-49317432
21549,21549,0,1,-36480184
21550,21550,0,1,-26687172
21551,21551,0,1,-21357082
21552,21552,0,1,-21045888
21553,21553,0,1,-24714888
21554,21554,0,1,-29238638
21555,21555,0,1,-30446256
21556,21556,0,1,-26244610
21557,21557,0,1,-18147138
21558,21558,0,1,-9366220
21559,21559,0,1,-2662404
21560,21560,0,1,112636
21561,21561,0,1,-2357208
21562,21562,0,1,-10753890
21563,21563,0,1,-23934648
21564,21564,0,1,-37381312
21565,21565,0,1,-44263710
21566,21566,0,1,-40891602
21567,21567,0,1,-30080546
21568,21568,0,1,-17300140
21569,21569,0,1,-6270938
21570,21570,0,1,1925120
21571,21571,0,1,7573334
21572,21572,0,1,11264824
21573,21573,0,1,13441724
21574,21574,0,1,14167868
21575,21575,0,1,13179782
21576,21576,0,1,9800538
21577,21577,0,1,3383128
21578,21578,0,1,-6496066
21579,21579,0,1,-19640038
21580,21580,0,1,-34803050
21581,21581,0,1,-49002016
21582,21582,0,1,-57849886
21583,21583,0,1,-58047442
21584,21584,0,1,-50290386
21585,21585,0,1,-38819140
21586,21586,0,1,-27987442
21587,21587,0,1,-20152974
21588,21588,0,1,-15907700
21589,21589,0,1,-14830256
21590,21590,0,1,-15923890
21591,21591,0,1,-17969834
21592,21592,0,1,-19808316
21593,21593,0,1,-20702750
21594,21594,0,1,-20732572
21595,21595,0,1,-20753108
21596,21596,0,1,-21539464
21597,21597,0,1,-23207448
21598,21598,0,1,-25154188
21599,21599,0,1,-26318308
21600,21600,0,1,-25426428
21601,21601,0,1,-20991730
21602,21602,0,1,-11396940
21603,21603,0,1,4730744
21604,21604,0,1,26578618
21605,21605,0,1,48654352
21606,21606,0,1,61224920
21607,21607,0,1,58860574
21608,21608,0,1,47173150
21609,21609,0,1,35112264
21610,21610,0,1,27416136
21611,21611,0,1,24617460
21612,21612,0,1,25431688
21613,21613,0,1,28031484
21614,21614,0,1,30491700
21615,21615,0,1,30946914
21616,21616,0,1,28556640
21617,21617,0,1,24132116
21618,21618,0,1,19983184
21619,21619,0,1,18549412
21620,21620,0,1,20721194
21621,21621,0,1,25147400
21622,21622,0,1,29021554
21623,21623,0,1,30004914
21624,21624,0,1,27448706
21625,21625,0,1,22452886
21626,21626,0,1,16702234
21627,21627,0,1,11582160
21628,21628,0,1,7829316
21629,21629,0,1,5500908
21630,21630,0,1,4217730
21631,21631,0,1,3268568
21632,21632,0,1,2002796
21633,21633,0,1,401428
21634,21634,0,1,-557070
21635,21635,0,1,606222
21636,21636,0,1,4894698
21637,21637,0,1,12036800
21638,21638,0,1,20822874
21639,21639,0,1,29347182
21640,21640,0,1,35129824
21641,21641,0,1,35386902
21642,21642,0,1,28239364
21643,21643,0,1,14269116
21644,21644,0,1,-3223550
21645,21645,0,1,-19664412
21646,21646,0,1,-31318502
21647,21647,0,1,-36596130
21648,21648,0,1,-35858888
21649,21649,0,1,-30029352
21650,21650,0,1,-19452604
21651,21651,0,1,-3483632
21652,21652,0,1,18326202
21653,21653,0,1,44005718
21654,21654,0,1,67319818
21655,21655,0,1,80391664
21656,21656,0,1,80556732
21657,21657,0,1,72672160
21658,21658,0,1,63212546
21659,21659,0,1,55830506
21660,21660,0,1,51498705
21661,21661,0,1,49924230
21662,21662,0,1,50303174
21663,21663,0,1,51222946
21664,21664,0,1,50796738
21665,21665,0,1,47365276
21666,21666,0,1,40933684
21667,21667,0,1,33776984
21668,21668,0,1,28589616
21669,21669,0,1,26722786
21670,21670,0,1,27923092
21671,21671,0,1,30895680
21672,21672,0,1,34159952
21673,21673,0,1,36171218
21674,21674,0,1,35984580
21675,21675,0,1,33396226
21676,21676,0,1,28863996
21677,21677,0,1,23128606
21678,21678,0,1,16572598
21679,21679,0,1,9286358
21680,21680,0,1,1916920
21681,21681,0,1,-3796840
21682,21682,0,1,-5107708
21683,21683,0,1,210960
21684,21684,0,1,12429124
21685,21685,0,1,29928798
21686,21686,0,1,50335948
21687,21687,0,1,70144496
21688,21688,0,1,83609056
21689,21689,0,1,84260796
21690,21690,0,1,70316894
21691,21691,0,1,46608412
21692,21692,0,1,19702534
21693,21693,0,1,-6389718
21694,21694,0,1,-30242266
21695,21695,0,1,-51284164
21696,21696,0,1,-68305998
21697,21697,0,1,-78523078
21698,21698,0,1,-78091440
21699,21699,0,1,-65268550
21700,21700,0,1,-43180404
21701,21701,0,1,-18162324
21702,21702,0,1,4477786
21703,21703,0,1,22670164
21704,21704,0,1,37147846
21705,21705,0,1,50081930
21706,21706,0,1,63449752
21707,21707,0,1,77254206
21708,21708,0,1,87849698
21709,21709,0,1,88811000
21710,21710,0,1,77315792
21711,21711,0,1,58769388
21712,21712,0,1,41887078
21713,21713,0,1,31704564
21714,21714,0,1,28550638
21715,21715,0,1,30450140
21716,21716,0,1,34922912
21717,21717,0,1,39935286
21718,21718,0,1,43839022
21719,21719,0,1,45469924
21720,21720,0,1,44145834
21721,21721,0,1,39823678
21722,21722,0,1,33111079
21723,21723,0,1,25291246
21724,21724,0,1,17904422
21725,21725,0,1,12254038
21726,21726,0,1,8863570
21727,21727,0,1,7332700
21728,21728,0,1,7018330
21729,21729,0,1,7377748
21730,21730,0,1,7903072
21731,21731,0,1,8246304
21732,21732,0,1,8146760
21733,21733,0,1,7490406
21734,21734,0,1,6463320
21735,21735,0,1,5457880
21736,21736,0,1,5247858
21737,21737,0,1,6762340
21738,21738,0,1,10462040
21739,21739,0,1,15384770
21740,21740,0,1,18762264
21741,21741,0,1,17021598
21742,21742,0,1,7773018
21743,21743,0,1,-9149128
21744,21744,0,1,-32097754
21745,21745,0,1,-56776972
21746,21746,0,1,-74597062
21747,21747,0,1,-75902271
21748,21748,0,1,-59727840
21749,21749,0,1,-35139090
21750,21750,0,1,-11573958
21751,21751,0,1,6063980
21752,21752,0,1,16192168
21753,21753,0,1,18375534
21754,21754,0,1,13081282
21755,21755,0,1,2125802
21756,21756,0,1,-10235710
21757,21757,0,1,-17476288
21758,21758,0,1,-13876084
21759,21759,0,1,983038
21760,21760,0,1,22067914
21761,21761,0,1,43159744
21762,21762,0,1,59985549
21763,21763,0,1,70555298
21764,21764,0,1,74361534
21765,21765,0,1,71687226
21766,21766,0,1,63113236
21767,21767,0,1,49600626
21768,21768,0,1,32994672
21769,21769,0,1,15772524
21770,21770,0,1,399358
21771,21771,0,1,-11513660
21772,21772,0,1,-19386100
21773,21773,0,1,-23302788
21774,21774,0,1,-23583236
21775,21775,0,1,-20575908
21776,21776,0,1,-14630698
21777,21777,0,1,-6454110
21778,21778,0,1,2744302
21779,21779,0,1,11293370
21780,21780,0,1,17883834
21781,21781,0,1,22135564
21782,21782,0,1,24460794
21783,21783,0,1,25215504
21784,21784,0,1,23992010
21785,21785,0,1,19192488
21786,21786,0,1,8365904
21787,21787,0,1,-11018076
21788,21788,0,1,-39987564
21789,21789,0,1,-74154628
21790,21790,0,1,-99555686
21791,21791,0,1,-101000784
21792,21792,0,1,-81446398
21793,21793,0,1,-57002649
21794,21794,0,1,-38202692
21795,21795,0,1,-27840068
21796,21796,0,1,-26206700
21797,21797,0,1,-33994090
21798,21798,0,1,-51702144
21799,21799,0,1,-74795742
21800,21800,0,1,-86810262
21801,21801,0,1,-70022970
21802,21802,0,1,-32146956
21803,21803,0,1,4882268
21804,21804,0,1,29755038
21805,21805,0,1,41427302
21806,21806,0,1,42312020
21807,21807,0,1,35667290
21808,21808,0,1,24936968
21809,21809,0,1,13144898
21810,21810,0,1,2402274
21811,21811,0,1,-6371142
21812,21812,0,1,-13300698
21813,21813,0,1,-19094018
21814,21814,0,1,-24115858
21815,21815,0,1,-27590214
21816,21816,0,1,-27291140
21817,21817,0,1,-20674348
21818,21818,0,1,-7749440
21819,21819,0,1,7847746
21820,21820,0,1,21118766
21821,21821,0,1,28923248
21822,21822,0,1,30283438
21823,21823,0,1,25131524
21824,21824,0,1,13546194
21825,21825,0,1,-4190060
21826,21826,0,1,-26043910
21827,21827,0,1,-46327128
21828,21828,0,1,-57704456
21829,21829,0,1,-57827340
21830,21830,0,1,-51990656
21831,21831,0,1,-47460370
21832,21832,0,1,-48412906
21833,21833,0,1,-55318922
21834,21834,0,1,-64940920
21835,21835,0,1,-70767366
21836,21836,0,1,-66185736
21837,21837,0,1,-51015886
21838,21838,0,1,-31966538
21839,21839,0,1,-16304810
21840,21840,0,1,-7819112
21841,21841,0,1,-7238000
21842,21842,0,1,-13834928
21843,21843,0,1,-26114572
21844,21844,0,1,-41695606
21845,21845,0,1,-56774624
21846,21846,0,1,-66534258
21847,21847,0,1,-68024154
21848,21848,0,1,-62684168
21849,21849,0,1,-54925254
21850,21850,0,1,-48404704
21851,21851,0,1,-44288176
21852,21852,0,1,-41932368
21853,21853,0,1,-40185338
21854,21854,0,1,-38306984
21855,21855,0,1,-36230628
21856,21856,0,1,-34080663
21857,21857,0,1,-31818194
21858,21858,0,1,-28923390
21859,21859,0,1,-24747518
21860,21860,0,1,-18860904
21861,21861,0,1,-11842242
21862,21862,0,1,-5267410
21863,21863,0,1,-794648
21864,21864,0,1,649218
21865,21865,0,1,-698366
21866,21866,0,1,-3587948
21867,21867,0,1,-6086610
21868,21868,0,1,-6071154
21869,21869,0,1,-1759206
21870,21870,0,1,7153614
21871,21871,0,1,18511408
21872,21872,0,1,28013236
21873,21873,0,1,31327582
21874,21874,0,1,26967662
21875,21875,0,1,16556728
21876,21876,0,1,2973692
21877,21877,0,1,-11428686
21878,21878,0,1,-25162356
21879,21879,0,1,-37301586
21880,21880,0,1,-46971080
21881,21881,0,1,-53309870
21882,21882,0,1,-55435306
21883,21883,0,1,-53065726
21884,21884,0,1,-46770314
21885,21885,0,1,-37885432
21886,21886,0,1,-28009986
21887,21887,0,1,-18456230
21888,21888,0,1,-10089310
21889,21889,0,1,-3672040
21890,21890,0,1,-169982
21891,21891,0,1,-1071122
21892,21892,0,1,-8359762
21893,21893,0,1,-23307964
21894,21894,0,1,-44326068
21895,21895,0,1,-64457508
21896,21896,0,1,-73926376
21897,21897,0,1,-68724806
21898,21898,0,1,-54284464
21899,21899,0,1,-38426932
21900,21900,0,1,-25630904
21901,21901,0,1,-17431230
21902,21902,0,1,-14183100
21903,21903,0,1,-15782704
21904,21904,0,1,-21469844
21905,21905,0,1,-29252956
21906,21906,0,1,-35958282
21907,21907,0,1,-38029046
21908,21908,0,1,-33088840
21909,21909,0,1,-20617770
21910,21910,0,1,-1484792
21911,21911,0,1,22788628
21912,21912,0,1,48729626
21913,21913,0,1,67367806
21914,21914,0,1,66446138
21915,21915,0,1,43337452
21916,21916,0,1,10707798
21917,21917,0,1,-16001706
21918,21918,0,1,-28562510
21919,21919,0,1,-26566260
21920,21920,0,1,-14225208
21921,21921,0,1,3352568
21922,21922,0,1,21852788
21923,21923,0,1,37178402
21924,21924,0,1,44421262
21925,21925,0,1,39488828
21926,21926,0,1,22836970
21927,21927,0,1,401402
21928,21928,0,1,-19411816
21929,21929,0,1,-30381438
21930,21930,0,1,-31169992
21931,21931,0,1,-24567304
21932,21932,0,1,-14542330
21933,21933,0,1,-4074374
21934,21934,0,1,4760428
21935,21935,0,1,10133036
21936,21936,0,1,9861966
21937,21937,0,1,2703334
21938,21938,0,1,-8930140
21939,21939,0,1,-19269972
21940,21940,0,1,-24156682
21941,21941,0,1,-24243844
21942,21942,0,1,-22723096
21943,21943,0,1,-22332052
21944,21944,0,1,-24635062
21945,21945,0,1,-30459262
21946,21946,0,1,-39971530
21947,21947,0,1,-52082874
21948,21948,0,1,-63071042
21949,21949,0,1,-66812810
21950,21950,0,1,-59203560
21951,21951,0,1,-43187544
21952,21952,0,1,-26283522
21953,21953,0,1,-14183116
21954,21954,0,1,-8449860
21955,21955,0,1,-7660508
21956,21956,0,1,-9258832
21957,21957,0,1,-10623832
21958,21958,0,1,-9996094
21959,21959,0,1,-6554482
21960,21960,0,1,-376830
21961,21961,0,1,8024946
21962,21962,0,1,17713816
21963,21963,0,1,27150972
21964,21964,0,1,33957214
21965,21965,0,1,35177982
21966,21966,0,1,28910966
21967,21967,0,1,16707390
21968,21968,0,1,2856958
21969,21969,0,1,-8345432
21970,21970,0,1,-14905150
21971,21971,0,1,-17099462
21972,21972,0,1,-16351910
21973,21973,0,1,-14216194
21974,21974,0,1,-11903666
21975,21975,0,1,-10207076
21976,21976,0,1,-9597770
21977,21977,0,1,-10125138
21978,21978,0,1,-11291316
21979,21979,0,1,-12047312
21980,21980,0,1,-11268804
21981,21981,0,1,-8419150
21982,21982,0,1,-4196314
21983,21983,0,1,-264210
21984,21984,0,1,1673192
21985,21985,0,1,593942
21986,21986,0,1,-3379178
21987,21987,0,1,-9247604
21988,21988,0,1,-15399570
21989,21989,0,1,-20237024
21990,21990,0,1,-22796962
21991,21991,0,1,-22906360
21992,21992,0,1,-21483590
21993,21993,0,1,-20575768
21994,21994,0,1,-23411338
21995,21995,0,1,-33789456
21996,21996,0,1,-52643846
21997,21997,0,1,-70746467
21998,21998,0,1,-72277858
21999,21999,0,1,-56880988
22000,22000,0,1,-38477520
22001,22001,0,1,-25530876
22002,22002,0,1,-18572140
22003,22003,0,1,-15696562
22004,22004,0,1,-15076014
22005,22005,0,1,-15108778
22006,22006,0,1,-13919172
22007,22007,0,1,-9346912
22008,22008,0,1,-238436
22009,22009,0,1,11375280
22010,22010,0,1,20742954
22011,22011,0,1,24684020
22012,22012,0,1,24177170
22013,22013,0,1,22197980
22014,22014,0,1,21207704
22015,22015,0,1,22751726
22016,22016,0,1,27911082
22017,22017,0,1,37100852
22018,22018,0,1,48308432
22019,22019,0,1,55227394
22020,22020,0,1,50741057
22021,22021,0,1,35810628
22022,22022,0,1,18731540
22023,22023,0,1,5427196
22024,22024,0,1,-3477500
22025,22025,0,1,-9654082
22026,22026,0,1,-14930620
22027,22027,0,1,-20555282
22028,22028,0,1,-27126410
22029,22029,0,1,-34343935
22030,22030,0,1,-40749382
22031,22031,0,1,-43748516
22032,22032,0,1,-40579446
22033,22033,0,1,-31085936
22034,22034,0,1,-18565154
22035,22035,0,1,-7487482
22036,22036,0,1,-410482
22037,22037,0,1,2521972
22038,22038,0,1,2709498
22039,22039,0,1,1441770
22040,22040,0,1,-462846
22041,22041,0,1,-3012570
22042,22042,0,1,-6693750
22043,22043,0,1,-11804480
22044,22044,0,1,-17943214
22045,22045,0,1,-24141500
22046,22046,0,1,-28890482
22047,22047,0,1,-31120870
22048,22048,0,1,-30929384
22049,22049,0,1,-29732196
22050,22050,0,1,-29910700
22051,22051,0,1,-33552870
22052,22052,0,1,-41360566
22053,22053,0,1,-51706074
22054,22054,0,1,-60476218
22055,22055,0,1,-62561308
22056,22056,0,1,-55283056
22057,22057,0,1,-40352120
22058,22058,0,1,-21668368
22059,22059,0,1,-2490378
22060,22060,0,1,15424178
22061,22061,0,1,31122992
22062,22062,0,1,44268702
22063,22063,0,1,54866328
22064,22064,0,1,63574898
22065,22065,0,1,71127848
22066,22066,0,1,77479748
22067,22067,0,1,81333842
22068,22068,0,1,80528844
22069,22069,0,1,73051386
22070,22070,0,1,58244966
22071,22071,0,1,36896262
22072,22072,0,1,11119306
22073,22073,0,1,-14826162
22074,22074,0,1,-33613358
22075,22075,0,1,-37700786
22076,22076,0,1,-26569774
22077,22077,0,1,-7755584
22078,22078,0,1,10338112
22079,22079,0,1,22639644
22080,22080,0,1,26821128
22081,22081,0,1,21913300
22082,22082,0,1,8374116
22083,22083,0,1,-10385246
22084,22084,0,1,-26085044
22085,22085,0,1,-28546440
22086,22086,0,1,-15192236
22087,22087,0,1,6590832
22088,22088,0,1,27832804
22089,22089,0,1,43389176
22090,22090,0,1,50915312
22091,22091,0,1,48793427
22092,22092,0,1,36117830
22093,22093,0,1,14072658
22094,22094,0,1,-12368728
22095,22095,0,1,-34321754
22096,22096,0,1,-43395937
22097,22097,0,1,-38682930
22098,22098,0,1,-26458632
22099,22099,0,1,-12866426
22100,22100,0,1,-659436
22101,22101,0,1,9794426
22102,22102,0,1,18471602
